min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh,min_rvi,max_rvi,range_rvi,NDVI_mean,NDVI_max,NDVI_min,NDVI_std
0.06459132954478264,0.16299046576023102,0.09839913621544838,0.10878888831326836,0.2338154220184807,0.4011181887686231,0.010971725918352604,0.05009934492409229,0.03912761900573969,0.027168990284400552,0.5958957661567865,0.3860676879436173,2.473032668761542,10.033715457238175,7.560682788476633,4.6126627048219975,0.6501788863196745,0.37101718711861154,0.3457070305800382,0.9718776957194184,0.6261706651393801,0.3882903597829738,0.6207535589661356,0.1085173544778927,0.1518647108515645
0.07539565861225128,0.22372812032699585,0.14833246171474457,0.12496071660684215,0.5180330746754744,0.37364606555766666,0.01034171599894762,0.0440472774207592,0.03370556142181158,0.028138706046673987,0.6350767608505358,0.38985429721536513,2.5127168243467075,10.249053271544398,7.73633644719769,4.992547366393435,0.6487341017098849,0.38985429721536513,0.3394125576528956,0.9630904001855376,0.623677842532642,0.390694156552696,0.5353016655529204,0.1581477575379043,0.1372175075722952
0.05534224957227707,0.20982716232538223,0.15448491275310516,0.11099278926849365,0.5772634577363306,0.38985429721536513,0.008600418455898762,0.04467909596860409,0.036078677512705326,0.02557969235608147,0.436241816190753,0.38985429721536513,2.2787490829387926,11.994180618251816,9.715431535313023,4.932416861055896,0.6331488600257444,0.38985429721536513,0.295748080692823,1.017058588604389,0.721310507911566,0.3484738742606943,0.5206307242369642,-0.0213381555153707,0.1683020209915945
0.061185043305158615,0.1575467362999916,0.09636169299483299,0.10080733463952415,0.27685283742731626,0.4011181887686231,0.01108253886923194,0.052608149126172066,0.041525610256940126,0.025307129578370797,0.6044457818996722,0.4011181887686231,2.163481663404788,11.297242105962704,9.133760442557916,4.679521719086502,0.6204024475299434,0.37101718711861154,0.31177021623457785,1.0456554814972376,0.7338852652626597,0.415353824851827,0.7903701092533183,0.068216644323114,0.2096528983348561
0.05087709799408913,0.22675727307796478,0.17588017508387566,0.11683141253888607,0.556567772179295,0.38985429721536513,0.006808583391830325,0.04403091035783291,0.037222326966002584,0.02611083961609337,0.6065146004805181,0.38985429721536513,2.5360582320147724,10.421307855928756,7.8852496239139835,4.984852992837431,0.60833523092561,0.38985429721536513,0.33453945671075863,0.9579889274115311,0.6234494707007725,0.3491702464554032,0.5410216824097939,0.0509493670886076,0.1579581482279982
0.1030302569270134,0.14962026476860046,0.04659000784158707,0.1290438684977983,0.41790619834212406,0.4011181887686231,0.020602072589099407,0.044703785330057144,0.024101712740957737,0.03206940235472039,0.7198075306672083,0.3860676879436173,3.0043110542337175,6.3807401615103485,3.376429107276631,4.192148341321908,0.8287095845108593,0.31375273699935746,0.5039014947766453,0.8652482511032467,0.3613467563266014,0.3726843569093595,0.4914436821325432,0.1829736678704836,0.0887283384440104
0.04973825067281723,0.20276790857315063,0.1530296579003334,0.11422389269702965,0.3713228447308649,0.38985429721536513,0.007906165905296803,0.04432395473122597,0.036417788825929165,0.025704118319683604,0.6014672001668362,0.38985429721536513,2.208180178319454,14.363420173485501,12.155239995166047,5.348166917858184,0.7295324865552354,0.35132013814468477,0.25174280187516884,1.034401443846649,0.78265864197148,0.3832831071982915,0.5488312032117756,0.1473992727222804,0.1527824896578332
0.0916195958852768,0.18513505160808563,0.09351545572280884,0.13624209869239065,0.6221543832360065,0.37364606555766666,0.021402632817626,0.03821401670575142,0.01681138388812542,0.029982380672461457,0.498043465874576,0.38985429721536513,3.357191006139141,7.0026215681177355,3.6454305619785945,4.658234192483018,0.7744276406831713,0.38985429721536513,0.4675648980341861,0.8058201427041358,0.3382552446699497,0.3285071293593318,0.4609453525551428,-0.0145268943855516,0.1293768869017331
0.0638270452618599,0.18391196429729462,0.12008491903543472,0.11668647472795687,0.47832322192680615,0.4011181887686231,0.010861816350370646,0.04401175305247307,0.03314993670210242,0.025404236352953472,0.6747249139843128,0.4011181887686231,2.4848358476002312,9.980019028476415,7.495183180876183,5.093049625945625,0.7653604628185768,0.3860676879436173,0.34731299801685167,0.969248984961604,0.6219359869447524,0.3566445746136791,0.8278225489276537,0.0167710555899695,0.213845718141536
0.0732891894876957,0.1601879894733429,0.0868987999856472,0.1193613923693958,0.3098721112042237,0.4011181887686231,0.011815098579972982,0.05061635747551918,0.0388012588955462,0.028021485177113822,0.6678347735953125,0.3502859688065569,2.586512777098148,10.292678769072348,7.706165991974199,4.825757425117158,0.6808874221733606,0.4011181887686231,0.3381650645697607,0.9471281220482176,0.6089630574784569,0.359380193907487,0.6202438834097478,0.0941808344064984,0.154056120937184
