min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh,min_rvi,max_rvi,range_rvi
0.06463614478707314,0.20071867853403091,0.13608253374695778,0.11168474083145459,0.49126917525997427,0.38985429721536513,0.008615790866315365,0.040124187245965004,0.03150839637964964,0.026180239057996206,0.48329493763935233,0.38985429721536513,2.274534341315117,10.427595528125838,8.15306118681072,4.867864872766115,0.680700720646207,0.38985429721536513,0.3343642134157722,1.018080024531313,0.6837158111155408
0.06503361463546753,0.1920771226286888,0.12704350799322128,0.11143046762380335,0.47167649759376146,0.38985429721536513,0.008850174490362406,0.03931919299066067,0.03046901850029826,0.02640618823675646,0.5237457376324334,0.38985429721536513,2.2691911837918033,10.35703421046197,8.087843026670168,4.806080726029958,0.700075386458163,0.38985429721536513,0.33634137532841707,1.0193775306168236,0.6830361552884066
0.052566420286893845,0.24675533175468445,0.1941889114677906,0.11812915922039086,0.5319796721050775,0.38985429721536513,0.00869139889255166,0.04255520738661289,0.03386380849406123,0.02596783004183736,0.4412765261566267,0.38985429721536513,2.292978782011897,12.991301149185421,10.698322367173525,5.324954989836969,0.6360231716927904,0.37364606555766666,0.2754857630919975,1.0136233600046285,0.7381375969126309
0.06283020973205566,0.21297497302293777,0.1501447632908821,0.11113665025267336,0.47206584377366406,0.38985429721536513,0.008438544813543558,0.03929845429956913,0.030859909486025572,0.025823622062388394,0.4986756077929786,0.38985429721536513,2.2295708915177133,11.65996034949385,9.430389457976137,4.982578770096517,0.671429803019729,0.38985429721536513,0.3032215126132438,1.0290901020043461,0.7258685893911023
0.07137791439890862,0.1992482841014862,0.1278703697025776,0.12006721086800098,0.5651407989266094,0.38985429721536513,0.010651672258973122,0.041802119463682175,0.031150447204709053,0.02738127746205363,0.4612576262971166,0.38985429721536513,2.4297937799155163,9.300050464463025,6.870256684547509,4.821817736095431,0.6957499441396275,0.35132013814468477,0.3690146559555173,0.9816183915472966,0.6126037355917793
0.058559129014611244,0.21417000889778137,0.15561087988317013,0.10964749743127161,0.5312409284749051,0.38985429721536513,0.008298023138195276,0.04169103689491749,0.03339301375672221,0.025421946024936106,0.4583017723294927,0.38985429721536513,2.272744575326453,11.256824670321867,8.984080094995415,4.940463290180251,0.6477133199552514,0.38985429721536513,0.31275263808561904,1.0185143183812242,0.7057616802956052
0.059912560507655144,0.21714451164007187,0.15723195113241673,0.11241285989267959,0.44625421098663515,0.38985429721536513,0.008735599461942911,0.04089748486876488,0.032161885406821966,0.025833805971261527,0.5081070439440213,0.38985429721536513,2.214993931263154,12.73612057208288,10.521126640819727,5.089869796481175,0.6795251308443457,0.38985429721536513,0.2804028547460518,1.0327043953557005,0.7523015406096487
0.059885160997509956,0.22244524955749512,0.16256008855998516,0.11316101573821571,0.45981809173885696,0.38985429721536513,0.008797403424978256,0.04103669337928295,0.032239289954304695,0.02575968627610968,0.486847006861605,0.38985429721536513,2.237260821823857,12.761705398665812,10.524444576841955,5.144659651634941,0.6733582973550484,0.38985429721536513,0.2799019756859509,1.0271923185801752,0.7472903428942244
0.05603666976094246,0.22715632617473602,0.17111965641379356,0.11203036498692301,0.5243051479822824,0.38985429721536513,0.008539057336747646,0.04188804514706135,0.0333489878103137,0.025638375638259783,0.44951163655543025,0.38985429721536513,2.2590114533665626,11.594652718382763,9.3356412650162,5.02766340286891,0.6457166630897316,0.38985429721536513,0.3047260404928871,1.0218575960436966,0.7171315555508095
0.053995281457901,0.2330634593963623,0.1790681779384613,0.114157243942221,0.5323680124709439,0.38985429721536513,0.008664482273161411,0.04276126064360142,0.034096778370440006,0.025801739836525586,0.43640116503742277,0.37364606555766666,2.258677075935105,12.077474603518564,9.81879752758346,5.104243364669362,0.6425575314544819,0.37364606555766666,0.29394239596035987,1.0219392396490055,0.7279968436886456
